pcb442         ,442            ,61979       ,427940200.0         ,0.4279402           ,2                   
d493           ,493            ,41660       ,624976800.0         ,0.6249768           ,2                   
dsj1000        ,1000           ,24630960    ,1676225500          ,1.6762255           ,1                   
burma14        ,14             ,4048        ,294476.875          ,0.0002945           ,1440                
ulysses16      ,16             ,9988        ,423831.6576086957   ,0.0004238           ,1472                
ulysses22      ,22             ,10586       ,805939.0838206628   ,0.0008059           ,1026                
eil51          ,51             ,511         ,3975736.1990950224  ,0.0039757           ,221                 
berlin52       ,52             ,8980        ,3077657.0397111913  ,0.0030777           ,277                 
kroD100        ,100            ,26947       ,23420356.52173913   ,0.0234204           ,23                  
kroA100        ,100            ,27807       ,13752008.0          ,0.0137520           ,100                 
ch150          ,150            ,8191        ,25378036.111111112  ,0.0253780           ,36                  
gr202          ,202            ,49336       ,44528954.54545455   ,0.0445290           ,22                  
gr229          ,229            ,162430      ,56536087.5          ,0.0565361           ,16                  
pcb442         ,442            ,61979       ,496414000.0         ,0.4964140           ,2                   
d493           ,493            ,41660       ,382799566.6666667   ,0.3827996           ,3                   
dsj1000        ,1000           ,24630960    ,1593115500          ,1.5931155           ,1                   
burma14        ,14             ,4048        ,308638.112745098    ,0.0003086           ,1632                
ulysses16      ,16             ,9988        ,403536.38525564806  ,0.0004035           ,841                 
ulysses22      ,22             ,10586       ,710427.8466741827   ,0.0007104           ,887                 
eil51          ,51             ,511         ,2519014.5714285714  ,0.0025190           ,350                 
berlin52       ,52             ,8980        ,2471800.3134796238  ,0.0024718           ,319                 
kroD100        ,100            ,26947       ,11964801.041666666  ,0.0119648           ,96                  
kroA100        ,100            ,27807       ,8459776.033057852   ,0.0084598           ,121                 
ch150          ,150            ,8191        ,20524256.097560976  ,0.0205243           ,41                  
gr202          ,202            ,49336       ,40390441.176470585  ,0.0403904           ,17                  
gr229          ,229            ,162430      ,54804200.0          ,0.0548042           ,17                  
pcb442         ,442            ,61979       ,299329225.0         ,0.2993292           ,4                   
d493           ,493            ,41660       ,278067800.0         ,0.2780678           ,2                   
dsj1000        ,1000           ,24630960    ,1136146900          ,1.1361469           ,1                   
